time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-07 00:00:00+00:00,,,1.0,1.0
2025-07-09 00:00:00+00:00,,,21.0,1.0
2025-07-11 00:00:00+00:00,27.0,26.0,85.0,2.0
2025-07-12 00:00:00+00:00,6.0,3.0,,
